season,origin,cancelled,is_core,colorway_sku,colorway_name,style_sku,style_name,source,vendor,brand,variant_count,missing_count,missing_fields,needs_variants,needs_price,needs_hs_code,needs_customs_desc,needs_weight,needs_fibre,needs_country_of_origin,needs_manufacturer,src_price,src_hs_code,src_customs_desc,src_weight,src_fibre,src_origin,src_manufacturer,fully_recoverable,unrecoverable_fields,cin7_attribute3
CONTINUITY,NEW,,,VN-ONLN-11626,Chaps by Ralph Lauren Shirt (XL),VN-ONLN-11626,Chaps by Ralph Lauren Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13337,Burberry Silk Tie (OneSize),VN-ONLN-13337,Burberry Silk Tie (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,STORAGE-FOREVER-SWATCHES,Forever Swatches,STORAGE-FOREVER-SWATCHES,Forever Swatches,CIN7_IMPORT,LAGER,LAGER,1,6,HS code; customs desc; weight; fibre; origin; manufacturer,,,1,1,1,1,1,1,,NONE,NONE,NONE,NONE,NONE,NONE,NO,HS code; customs desc; weight; fibre; origin; manufacturer,
CONTINUITY,NEW,,,2526-1208-511,M.O.P button 511 White,2526-1208-511,M.O.P button 511 White,CIN7_IMPORT,Livid,Livid,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Mother of pearl buttons
CONTINUITY,NEW,,,LIV-EDVRD-JP-SHRTS,"Edvard Shorts, 3131",LIV-EDVRD-JP-SHRTS,"Edvard Shorts, 3131",CIN7_IMPORT,Livid Men,Livid,4,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,VN-ONLN-10128,French worker jacket (L),VN-ONLN-10128,French worker jacket (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,STORAGE-SYMASKIN,Symaskin,STORAGE-SYMASKIN,Symaskin,CIN7_IMPORT,LAGER,LAGER,1,6,HS code; customs desc; weight; fibre; origin; manufacturer,,,1,1,1,1,1,1,,NONE,NONE,NONE,NONE,NONE,NONE,NO,HS code; customs desc; weight; fibre; origin; manufacturer,
CONTINUITY,NEW,,,IMP-LIV-BRNS-FRST-FG,Barnes Forest Fog 29 34*,IMP-LIV-BRNS-FRST-FG,Barnes Forest Fog 29 34*,CIN7_IMPORT,Livid Men,Livid,4,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,IMP-LIV-BRNS-JPN-BLCK,Barnes Japan Black 32/32*,IMP-LIV-BRNS-JPN-BLCK,Barnes Japan Black 32/32*,CIN7_IMPORT,Livid Men,Livid,11,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,EXT-VN-BRBAQCT,Burberry Coat,EXT-VN-BRBAQCT,Burberry Coat,CIN7_IMPORT,Vintage,Vintage,1,4,HS code; customs desc; fibre; manufacturer,,,1,1,,1,,1,,CIN7,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used clothing - Vintage
CONTINUITY,NEW,,,EXT-NRD-001-SKYM,001 M Sky 9,EXT-NRD-001-SKYM,001 M Sky 9,CIN7_IMPORT,Norda,Norda,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Men Shoes
CONTINUITY,NEW,,,VN-ONLN-11096,Plains Western Shirt (XL),VN-ONLN-11096,Plains Western Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,EXT-WLW-TRC-PLBR,Tarmac Canvas Pale Brown,EXT-WLW-TRC-PLBR,Tarmac Canvas Pale Brown,CIN7_IMPORT,Wollow,Wollow,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Men's sneaker shoes
CONTINUITY,NEW,,,VN-ONLN-13572,St. Johns Bay Chamois Cloth Shirt (L),VN-ONLN-13572,St. Johns Bay Chamois Cloth Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-SMNS-BK,Simmons Black,LIV-SMNS-BK,Simmons Black,CIN7_IMPORT,Livid Men,Livid,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's T-Shirt - 100% Cotton
CONTINUITY,NEW,,,VN-ONLN-12512,Burberry Womens Tank Top (XL),VN-ONLN-12512,Burberry Womens Tank Top (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10291,1996 Ohio State Rosebowl sweat (L),VN-ONLN-10291,1996 Ohio State Rosebowl sweat (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12808,Polo By Ralph Lauren Philip Shirt (S),VN-ONLN-12808,Polo By Ralph Lauren Philip Shirt (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10233,Nina Ricci Sunglasses (OneSize),VN-ONLN-10233,Nina Ricci Sunglasses (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-NRMN-RBNPSTL,Norman Ribbon Pastel,LIV-NRMN-RBNPSTL,Norman Ribbon Pastel,CIN7_IMPORT,Livid Men,Livid,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Shirt - 100% cotton
CONTINUITY,NEW,,,LIV-EDVRD-JPN-BL,Edvard Japan Blue,LIV-EDVRD-JPN-BL,Edvard Japan Blue,CIN7_IMPORT,Livid Men,Livid,11,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,IMP-LIV-K-JPN-NW-BL,"Kai Japan New Blue, 3234*",IMP-LIV-K-JPN-NW-BL,"Kai Japan New Blue, 3234*",CIN7_IMPORT,Livid Men,Livid,10,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,VN-ONLN-12736,Ralph Lauren Shirt (XL),VN-ONLN-12736,Ralph Lauren Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9542,70's Lord Jeff Wintuk Orlon sweater (L),VN-ONLN-9542,70's Lord Jeff Wintuk Orlon sweater (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10244,Fendi Sunglasses (OneSize),VN-ONLN-10244,Fendi Sunglasses (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12007,Traditional Knit Sweater (M),VN-ONLN-12007,Traditional Knit Sweater (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11342,Tommy Hilfilger Shirt (M),VN-ONLN-11342,Tommy Hilfilger Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-PLTH-BLCK-MRN,Plath Black Merino,LIV-PLTH-BLCK-MRN,Plath Black Merino,CIN7_IMPORT,Livid Unisex,Livid,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's beanie - 100% Wool
CONTINUITY,NEW,,,VN-ONLN-12527,Burberry Brit Pique Polo (XL),VN-ONLN-12527,Burberry Brit Pique Polo (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13563,Old Navy Knit Sweater (M),VN-ONLN-13563,Old Navy Knit Sweater (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12918,Polo Ralph Lauren Shirt (M),VN-ONLN-12918,Polo Ralph Lauren Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10455,USMC Tee (XL) (XL),VN-ONLN-10455,USMC Tee (XL) (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,IMP-LIV-KR-JPN-DWN,"Keri Japan Dawn, 3132*",IMP-LIV-KR-JPN-DWN,"Keri Japan Dawn, 3132*",CIN7_IMPORT,Livid,Livid,13,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,VN-ONLN-12267,Tommy Hilfiger Flannel Shirt (L),VN-ONLN-12267,Tommy Hilfiger Flannel Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10987,Gucci Sunglasses (OneSize),VN-ONLN-10987,Gucci Sunglasses (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-BGI-ECLSP,Boogie Eclipse Stripe Poplin,LIV-BGI-ECLSP,Boogie Eclipse Stripe Poplin,CIN7_IMPORT,Livid Femme,Livid,4,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Shorts - 100% Cotton
CONTINUITY,NEW,,,VN-ONLN-11702,Vintage US Shirt (M),VN-ONLN-11702,Vintage US Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-TUE-SHRT-SKY,Tue Straight Shorts Japan Sky,LIV-TUE-SHRT-SKY,Tue Straight Shorts Japan Sky,CIN7_IMPORT,Livid Men,Livid,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Shorts - 100% Cotton
CONTINUITY,NEW,,,VN-ONLN-13577,80's L.L. Bean Chamois Cloth Shirt (XL),VN-ONLN-13577,80's L.L. Bean Chamois Cloth Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,EXT-NV-MRK-SKT,Market skirt,EXT-NV-MRK-SKT,Market skirt,CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used clothing - Vintage
CONTINUITY,NEW,,,VN-ONLN-12144,Barbour Tee (M),VN-ONLN-12144,Barbour Tee (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9937,Polo Ralph Lauren Shirt (L),VN-ONLN-9937,Polo Ralph Lauren Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12358,Jaquard Wool Knit Sweater (2XL),VN-ONLN-12358,Jaquard Wool Knit Sweater (2XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13560,Striped Rugby Shirt (XL),VN-ONLN-13560,Striped Rugby Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11594,L.L. Bean Signature Shirt (L),VN-ONLN-11594,L.L. Bean Signature Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9469,Adidas Golden State hoodie (XL),VN-ONLN-9469,Adidas Golden State hoodie (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11346,Tommy Hilfilger Shirt (XL),VN-ONLN-11346,Tommy Hilfilger Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11977,Armani Tie (OneSize),VN-ONLN-11977,Armani Tie (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,EXT-PB-MRBL-GRS,Mirabelle Velours Gres,EXT-PB-MRBL-GRS,Mirabelle Velours Gres,CIN7_IMPORT,Paraboot,Paraboot,1,4,HS code; customs desc; fibre; manufacturer,,,1,1,,1,,1,,CIN7,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Men Shoes
CONTINUITY,NEW,,,LIV-FM-AYL-BK,Ayla Black Flower,LIV-FM-AYL-BK,Ayla Black Flower,CIN7_IMPORT,Livid Femme,Livid,5,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,500
CONTINUITY,NEW,,,VN-ONLN-10912,Diesel Ozee Denim Dress  (M),VN-ONLN-10912,Diesel Ozee Denim Dress  (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13050,Tokuno Basketball Hoodie (L),VN-ONLN-13050,Tokuno Basketball Hoodie (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13141,Polo by Ralph Lauren Shirt (M),VN-ONLN-13141,Polo by Ralph Lauren Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10091,Nike Basketball Embroidered Tee (M),VN-ONLN-10091,Nike Basketball Embroidered Tee (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10962,Levi's SilverTab Loose Denim Shorts (W32),VN-ONLN-10962,Levi's SilverTab Loose Denim Shorts (W32),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-KERI-LIN-BONE,Keri Linen Bone,LIV-KERI-LIN-BONE,Keri Linen Bone,CIN7_IMPORT,Livid Femme,Livid,4,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's trouser - 100% cotton
CONTINUITY,NEW,,,LIV-FM-BLI-LCS,Belia Lichen Satin,LIV-FM-BLI-LCS,Belia Lichen Satin,CIN7_IMPORT,Livid Femme,Livid,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Women Dress - 100% Cotton
CONTINUITY,NEW,,,VN-ONLN-13378,Ralph Lauren Yarmouth Shirt (L),VN-ONLN-13378,Ralph Lauren Yarmouth Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10579,Tommy Bahama Baseball Silk Shirt (L),VN-ONLN-10579,Tommy Bahama Baseball Silk Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-PLL-YLWCK,Barkle Yellow Check,LIV-PLL-YLWCK,Barkle Yellow Check,CIN7_IMPORT,Livid Unisex,Livid,2,4,customs desc; fibre; origin; manufacturer,,,,1,,1,1,1,,,CIN7,,CIN7,CIN7,NONE,NO,manufacturer,Men jacket - 100% cotton
CONTINUITY,NEW,,,VN-ONLN-10841,Silk Resort Shirt (L),VN-ONLN-10841,Silk Resort Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13432,103.5 WYNY Radio Tee (L),VN-ONLN-13432,103.5 WYNY Radio Tee (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13565,V-Neck Wool Knit Sweater (M),VN-ONLN-13565,V-Neck Wool Knit Sweater (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9981,Tommy Jeans Sweatshirt (S),VN-ONLN-9981,Tommy Jeans Sweatshirt (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13315,Striped Resort Shirt (M),VN-ONLN-13315,Striped Resort Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10344,Tommy Bahama Silk Resort shirt (M),VN-ONLN-10344,Tommy Bahama Silk Resort shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10266,Tommy Hilfiger shirt (L),VN-ONLN-10266,Tommy Hilfiger shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,STORAGE-IMPERFECT-EKSTRA-SJEKK,Imperfect - Ekstra Sjekk,STORAGE-IMPERFECT-EKSTRA-SJEKK,Imperfect - Ekstra Sjekk,CIN7_IMPORT,Storage,Storage,1,5,HS code; customs desc; fibre; origin; manufacturer,,,1,1,,1,1,1,,NONE,CIN7,,NONE,NONE,NONE,NO,HS code; fibre; origin; manufacturer,Lager
CONTINUITY,NEW,,,EXT-TRV-EH-BLL,Easy Hiker Black Leather,EXT-TRV-EH-BLL,Easy Hiker Black Leather,CIN7_IMPORT,Tarvas,Tarvas,7,5,HS code; customs desc; weight; fibre; manufacturer,,,1,1,1,1,,1,,NONE,NONE,NONE,NONE,,NONE,NO,HS code; customs desc; weight; fibre; manufacturer,
CONTINUITY,NEW,,,EXT-PST-LMFM,Lemon Foam,EXT-PST-LMFM,Lemon Foam,CIN7_IMPORT,På Stell,På Stell,1,4,HS code; customs desc; fibre; manufacturer,,,1,1,,1,,1,,CIN7,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Perfume - Non alcoholic
CONTINUITY,NEW,,,VN-ONLN-10906,Diesel Randy Polo Pique (2XL),VN-ONLN-10906,Diesel Randy Polo Pique (2XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12493,Tommy Hilfiger Shirt (S),VN-ONLN-12493,Tommy Hilfiger Shirt (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,1,LIV-AYO-GAR-GRN,Ayon Garden Green,LIV-AYO-GAR-GRN,Ayon Garden Green,CIN7_IMPORT,Livid Men,Livid,6,4,customs desc; fibre; origin; manufacturer,,,,1,,1,1,1,,,CIN7,,CIN7,CIN7,NONE,NO,manufacturer,Men's Sweater - 100% cotton
CONTINUITY,NEW,,,VN-ONLN-12485,Tommy Hilfiger Cotton Sweater (XL),VN-ONLN-12485,Tommy Hilfiger Cotton Sweater (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-RLD-MDSTFADE,"Roald Japan Modest Fade, 2828",LIV-RLD-MDSTFADE,"Roald Japan Modest Fade, 2828",CIN7_IMPORT,Livid Men,Livid,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,LIV-SMPLS-F-BKS,"Sample bukse, dame",LIV-SMPLS-F-BKS,"Sample bukse, dame",CIN7_IMPORT,Livid Femme,Livid,1,4,HS code; customs desc; fibre; manufacturer,,,1,1,,1,,1,,NONE,NONE,,NONE,,NONE,NO,HS code; customs desc; fibre; manufacturer,
CONTINUITY,NEW,,,EXT-VN-JPWRK-TR,Japanese Worker Trouser,EXT-VN-JPWRK-TR,Japanese Worker Trouser,CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used clothing - Vintage
CONTINUITY,NEW,,,STORAGE-BUTIKK-GENERELL-BELYSNING,Butikk - Generell belysning,STORAGE-BUTIKK-GENERELL-BELYSNING,Butikk - Generell belysning,CIN7_IMPORT,Storage,Storage,1,5,HS code; customs desc; fibre; origin; manufacturer,,,1,1,,1,1,1,,NONE,CIN7,,NONE,NONE,NONE,NO,HS code; fibre; origin; manufacturer,Lager
CONTINUITY,NEW,,,VN-ONLN-11848,Saint James Heavyweight Knit (XL),VN-ONLN-11848,Saint James Heavyweight Knit (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11347,Tommy Hilfilger Shirt (M),VN-ONLN-11347,Tommy Hilfilger Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11093,Plains Western Shirt (L),VN-ONLN-11093,Plains Western Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11055,Asics Shirt (M),VN-ONLN-11055,Asics Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9771,Tommy Hilfiger light wool sweater (XS),VN-ONLN-9771,Tommy Hilfiger light wool sweater (XS),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11868,Asics Tie (OneSize),VN-ONLN-11868,Asics Tie (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
